bonferroni_true,bonferroni_false,holm_true,holm_false,fdr_bh_true,fdr_bh_false,fdr_by_true,fdr_by_false,block_2,generate_func
8,4,8,4,13,13,9,6,15,generate_graphs_4
6,0,6,0,11,8,6,1,15,generate_graphs_4
10,1,10,1,13,13,10,5,15,generate_graphs_4
9,3,9,3,12,17,11,6,15,generate_graphs_4
4,1,5,1,9,7,5,1,15,generate_graphs_4
4,2,5,2,11,10,6,2,15,generate_graphs_4
5,2,5,2,13,11,8,5,15,generate_graphs_4
4,2,4,2,10,13,4,2,15,generate_graphs_4
7,0,7,0,13,14,8,2,15,generate_graphs_4
5,0,5,0,10,10,5,0,15,generate_graphs_4
5,1,6,1,8,7,7,3,15,generate_graphs_4
3,1,3,1,9,3,3,1,15,generate_graphs_4
10,6,12,7,15,13,12,10,15,generate_graphs_4
9,2,9,2,14,6,13,4,15,generate_graphs_4
5,2,6,2,11,4,6,2,15,generate_graphs_4
4,2,4,2,8,7,4,2,15,generate_graphs_4
6,2,6,2,11,12,8,2,15,generate_graphs_4
4,1,4,1,9,7,6,1,15,generate_graphs_4
7,1,7,1,12,12,9,3,15,generate_graphs_4
6,4,6,4,12,13,10,8,15,generate_graphs_4
5,0,5,1,11,5,7,3,15,generate_graphs_4
4,0,4,0,8,7,4,0,15,generate_graphs_4
6,1,6,1,12,13,7,3,15,generate_graphs_4
7,3,7,3,12,11,7,3,15,generate_graphs_4
3,0,3,0,8,3,3,0,15,generate_graphs_4
3,1,4,1,13,11,7,4,15,generate_graphs_4
3,2,3,3,10,4,4,3,15,generate_graphs_4
5,2,5,2,13,15,8,6,15,generate_graphs_4
5,4,5,4,11,16,6,4,15,generate_graphs_4
7,2,7,2,12,16,10,8,15,generate_graphs_4
7,3,8,3,14,13,11,6,15,generate_graphs_4
2,0,2,0,10,6,2,0,15,generate_graphs_4
8,2,9,3,13,14,11,7,15,generate_graphs_4
9,2,9,2,11,10,10,7,15,generate_graphs_4
2,2,3,2,11,13,3,2,15,generate_graphs_4
8,5,8,6,13,11,8,7,15,generate_graphs_4
9,4,11,6,13,13,11,7,15,generate_graphs_4
9,3,9,3,11,8,10,4,15,generate_graphs_4
4,0,4,0,11,9,2,0,15,generate_graphs_4
9,1,9,1,11,12,10,3,15,generate_graphs_4
4,1,4,1,11,7,6,1,15,generate_graphs_4
8,0,8,0,11,10,8,0,15,generate_graphs_4
6,2,7,2,13,15,7,2,15,generate_graphs_4
6,3,7,4,14,12,9,7,15,generate_graphs_4
6,2,6,2,10,11,7,3,15,generate_graphs_4
11,1,11,1,14,20,13,8,15,generate_graphs_4
6,1,6,1,9,5,8,1,15,generate_graphs_4
4,1,4,1,11,9,6,2,15,generate_graphs_4
8,3,8,3,15,17,12,10,15,generate_graphs_4
7,2,9,2,15,15,10,5,15,generate_graphs_4
8,2,8,2,13,9,10,3,15,generate_graphs_4
7,1,7,1,14,7,8,2,15,generate_graphs_4
2,1,2,1,9,5,1,0,15,generate_graphs_4
8,1,9,2,12,16,9,6,15,generate_graphs_4
8,1,8,1,11,8,8,3,15,generate_graphs_4
6,2,8,2,14,13,9,3,15,generate_graphs_4
2,0,2,0,10,4,1,0,15,generate_graphs_4
10,1,10,1,11,10,11,6,15,generate_graphs_4
5,1,5,1,11,7,5,1,15,generate_graphs_4
6,3,6,4,13,15,10,8,15,generate_graphs_4
6,2,6,2,13,9,9,3,15,generate_graphs_4
3,1,3,1,9,11,3,1,15,generate_graphs_4
6,1,7,2,11,6,7,2,15,generate_graphs_4
7,1,7,1,11,9,10,3,15,generate_graphs_4
5,2,5,2,13,16,8,3,15,generate_graphs_4
4,1,4,1,15,11,7,4,15,generate_graphs_4
5,1,5,1,11,13,7,5,15,generate_graphs_4
3,1,3,1,9,9,2,0,15,generate_graphs_4
4,2,4,2,10,10,4,2,15,generate_graphs_4
5,2,5,3,10,5,6,3,15,generate_graphs_4
7,2,7,2,14,14,10,5,15,generate_graphs_4
8,5,8,6,14,12,11,8,15,generate_graphs_4
7,3,7,3,13,14,8,5,15,generate_graphs_4
7,2,7,3,13,12,8,6,15,generate_graphs_4
8,3,8,4,12,9,9,4,15,generate_graphs_4
6,1,7,1,8,6,8,1,15,generate_graphs_4
5,1,5,1,13,9,5,1,15,generate_graphs_4
6,3,6,4,13,8,7,4,15,generate_graphs_4
9,1,10,1,20,2,17,2,20,generate_graphs_1
11,0,11,0,20,6,16,0,20,generate_graphs_1
9,0,10,0,16,1,11,0,20,generate_graphs_1
12,1,12,1,18,3,18,2,20,generate_graphs_1
9,0,11,0,19,0,15,0,20,generate_graphs_1
8,0,8,0,15,0,10,0,20,generate_graphs_1
6,0,6,0,13,2,9,0,20,generate_graphs_1
12,0,15,0,17,0,16,0,20,generate_graphs_1
5,0,5,0,11,5,5,0,20,generate_graphs_1
8,0,9,0,15,0,10,0,20,generate_graphs_1
7,0,9,0,15,1,11,0,20,generate_graphs_1
13,0,13,0,17,0,15,0,20,generate_graphs_1
10,0,10,0,17,2,12,0,20,generate_graphs_1
12,0,12,0,18,2,15,1,20,generate_graphs_1
7,1,7,1,18,3,11,1,20,generate_graphs_1
8,0,8,0,12,1,8,1,20,generate_graphs_1
10,0,11,0,16,1,11,0,20,generate_graphs_1
12,1,13,2,17,2,15,2,20,generate_graphs_1
6,1,6,1,15,2,9,2,20,generate_graphs_1
11,0,12,0,19,2,14,1,20,generate_graphs_1
9,0,9,0,15,4,12,1,20,generate_graphs_1
5,1,5,1,13,5,10,2,20,generate_graphs_1
8,0,8,0,18,5,12,1,20,generate_graphs_1
12,0,12,0,18,5,12,1,20,generate_graphs_1
7,1,7,1,19,2,9,1,20,generate_graphs_1
7,0,7,0,17,5,11,1,20,generate_graphs_1
10,0,10,0,20,0,17,0,20,generate_graphs_1
13,0,14,0,19,4,15,0,20,generate_graphs_1
9,1,10,1,18,4,16,3,20,generate_graphs_1
10,0,10,1,19,4,13,1,20,generate_graphs_1
12,0,12,0,16,0,15,0,20,generate_graphs_1
15,0,16,0,19,3,18,0,20,generate_graphs_1
8,0,8,0,14,2,9,0,20,generate_graphs_1
7,0,8,0,19,2,10,0,20,generate_graphs_1
8,0,8,0,14,3,9,0,20,generate_graphs_1
12,2,12,2,18,3,16,2,20,generate_graphs_1
7,0,8,0,19,1,13,0,20,generate_graphs_1
9,1,9,1,15,3,12,1,20,generate_graphs_1
14,0,14,0,19,5,17,2,20,generate_graphs_1
9,0,9,0,14,1,11,1,20,generate_graphs_1
7,0,7,0,14,2,8,0,20,generate_graphs_1
9,0,10,0,14,4,10,1,20,generate_graphs_1
8,1,8,1,12,4,9,1,20,generate_graphs_1
7,0,7,0,14,2,11,0,20,generate_graphs_1
10,0,11,0,19,1,14,0,20,generate_graphs_1
7,0,7,0,15,2,7,0,20,generate_graphs_1
9,0,9,0,14,3,11,0,20,generate_graphs_1
13,0,14,0,19,3,15,1,20,generate_graphs_1
13,0,13,0,17,5,15,1,20,generate_graphs_1
11,1,11,1,19,2,13,1,20,generate_graphs_1
8,0,8,0,18,2,12,0,20,generate_graphs_1
8,0,8,0,15,4,13,1,20,generate_graphs_1
8,0,8,0,20,3,11,0,20,generate_graphs_1
10,1,10,1,16,2,11,1,20,generate_graphs_1
8,0,8,0,18,2,9,0,20,generate_graphs_1
6,1,6,1,18,3,7,1,20,generate_graphs_1
8,0,8,0,16,3,10,1,20,generate_graphs_1
7,0,7,0,16,2,10,0,20,generate_graphs_1
8,0,8,0,16,4,8,0,20,generate_graphs_1
8,0,8,0,14,1,8,0,20,generate_graphs_1
11,0,11,0,17,0,13,0,20,generate_graphs_1
7,0,7,0,12,0,7,0,20,generate_graphs_1
10,1,12,1,18,4,15,2,20,generate_graphs_1
12,0,12,0,18,3,14,0,20,generate_graphs_1
7,0,7,0,15,2,9,0,20,generate_graphs_1
10,0,12,0,18,1,14,0,20,generate_graphs_1
11,0,13,0,18,2,15,0,20,generate_graphs_1
7,0,8,0,12,3,8,0,20,generate_graphs_1
12,0,15,0,17,1,15,0,20,generate_graphs_1
11,0,12,0,16,2,13,0,20,generate_graphs_1
10,1,10,1,16,5,13,1,20,generate_graphs_1
5,1,5,1,15,4,12,1,20,generate_graphs_1
8,2,11,2,18,6,14,2,20,generate_graphs_1
10,1,10,1,16,6,14,3,20,generate_graphs_1
11,1,11,1,19,4,14,1,20,generate_graphs_1
9,1,11,1,15,2,14,1,20,generate_graphs_1
8,0,10,0,17,4,12,0,20,generate_graphs_1
8,1,9,1,17,2,13,1,20,generate_graphs_1
15,1,15,1,20,1,17,1,20,generate_graphs_1
12,0,13,0,20,4,16,0,20,generate_graphs_1
9,0,9,0,14,2,12,0,20,generate_graphs_1
12,0,13,0,18,3,16,0,20,generate_graphs_1
15,0,15,0,20,3,16,0,20,generate_graphs_1
16,0,16,1,20,8,16,1,20,generate_graphs_1
11,0,12,0,16,3,12,0,20,generate_graphs_1
8,0,8,0,19,1,9,0,20,generate_graphs_1
14,0,14,0,19,3,16,0,20,generate_graphs_1
6,1,6,1,14,4,7,1,20,generate_graphs_1
13,0,13,0,16,2,14,0,20,generate_graphs_1
9,1,9,1,13,3,12,2,20,generate_graphs_1
8,0,10,0,14,1,11,0,20,generate_graphs_1
9,0,9,0,17,6,12,0,20,generate_graphs_1
6,0,6,0,10,1,8,0,20,generate_graphs_1
11,0,12,0,19,0,15,0,20,generate_graphs_1
7,0,7,0,15,1,9,0,20,generate_graphs_1
11,0,12,0,18,1,16,1,20,generate_graphs_1
7,4,7,4,17,11,9,7,20,generate_graphs_4
2,2,2,2,13,8,8,2,20,generate_graphs_4
12,6,13,8,19,19,15,13,20,generate_graphs_4
9,4,10,4,15,13,13,11,20,generate_graphs_4
9,3,10,3,17,13,11,6,20,generate_graphs_4
4,0,4,0,13,9,4,0,20,generate_graphs_4
5,2,5,2,11,10,5,2,20,generate_graphs_4
9,2,9,3,17,16,14,6,20,generate_graphs_4
7,2,7,2,14,18,7,2,20,generate_graphs_4
3,3,3,3,10,7,5,4,20,generate_graphs_4
7,2,7,3,14,12,10,5,20,generate_graphs_4
9,4,9,5,16,19,12,10,20,generate_graphs_4
7,3,7,3,17,15,11,6,20,generate_graphs_4
6,4,6,4,15,15,11,9,20,generate_graphs_4
6,4,7,4,16,14,9,7,20,generate_graphs_4
12,5,13,5,19,17,16,12,20,generate_graphs_4
9,3,10,3,15,14,10,5,20,generate_graphs_4
10,3,10,3,15,16,11,7,20,generate_graphs_4
7,5,7,5,16,14,9,5,20,generate_graphs_4
9,5,10,7,18,16,11,7,20,generate_graphs_4
11,3,11,3,15,13,13,5,20,generate_graphs_4
7,2,7,2,16,16,10,7,20,generate_graphs_4
6,3,7,4,12,12,9,5,20,generate_graphs_4
6,2,7,2,16,14,10,3,20,generate_graphs_4
3,3,5,4,17,9,6,4,20,generate_graphs_4
8,7,10,7,19,18,15,10,20,generate_graphs_4
10,3,11,5,18,14,12,5,20,generate_graphs_4
11,6,12,7,18,21,14,11,20,generate_graphs_4
9,4,10,4,16,14,10,5,20,generate_graphs_4
6,6,6,6,15,16,11,7,20,generate_graphs_4
9,6,12,8,19,15,16,10,20,generate_graphs_4
5,2,6,2,14,19,8,5,20,generate_graphs_4
11,4,11,4,19,17,15,8,20,generate_graphs_4
8,5,11,5,15,16,12,8,20,generate_graphs_4
9,0,10,0,14,17,11,3,20,generate_graphs_4
9,1,10,1,14,16,11,5,20,generate_graphs_4
4,4,5,5,16,12,7,6,20,generate_graphs_4
6,3,6,3,17,12,8,4,20,generate_graphs_4
7,2,7,3,15,16,10,5,20,generate_graphs_4
10,6,10,7,19,15,12,9,20,generate_graphs_4
15,3,17,7,19,21,18,12,20,generate_graphs_4
6,2,7,3,16,15,12,9,20,generate_graphs_4
9,4,9,5,16,13,12,5,20,generate_graphs_4
7,3,7,3,14,10,7,3,20,generate_graphs_4
6,4,6,4,19,15,12,10,20,generate_graphs_4
9,4,9,4,17,15,14,5,20,generate_graphs_4
9,4,9,6,15,18,12,8,20,generate_graphs_4
8,3,8,3,16,14,9,5,20,generate_graphs_4
5,2,5,2,11,9,7,2,20,generate_graphs_4
4,2,6,2,14,12,8,5,20,generate_graphs_4
8,3,8,4,18,17,11,5,20,generate_graphs_4
11,6,13,7,19,17,18,12,20,generate_graphs_4
6,1,7,2,17,12,12,6,20,generate_graphs_4
6,3,8,3,15,9,8,3,20,generate_graphs_4
13,4,13,4,18,22,14,9,20,generate_graphs_4
6,1,7,1,16,13,8,3,20,generate_graphs_4
11,6,12,6,18,17,16,11,20,generate_graphs_4
5,4,6,4,14,10,7,4,20,generate_graphs_4
10,1,10,1,17,17,14,2,20,generate_graphs_4
7,7,7,8,18,13,12,9,20,generate_graphs_4
7,3,7,4,13,13,11,6,20,generate_graphs_4
6,2,7,2,12,10,8,4,20,generate_graphs_4
8,2,8,3,16,14,10,9,20,generate_graphs_4
7,2,7,2,14,12,12,7,20,generate_graphs_4
7,4,9,5,17,20,14,9,20,generate_graphs_4
8,5,9,6,17,14,14,8,20,generate_graphs_4
7,1,8,2,17,14,9,4,20,generate_graphs_4
4,2,4,2,15,9,5,2,20,generate_graphs_4
8,6,10,7,19,17,14,7,20,generate_graphs_4
4,4,6,4,15,13,11,5,20,generate_graphs_4
6,1,7,2,13,9,7,2,20,generate_graphs_4
9,2,11,4,16,17,14,6,20,generate_graphs_4
7,6,8,6,13,17,9,9,20,generate_graphs_4
8,5,9,5,14,16,10,7,20,generate_graphs_4
6,3,6,3,14,13,8,6,20,generate_graphs_4
10,3,10,5,18,20,15,14,20,generate_graphs_4
7,1,7,1,13,12,7,1,20,generate_graphs_4
9,5,10,5,15,16,13,9,20,generate_graphs_4
11,0,12,0,16,15,12,3,20,generate_graphs_4
8,2,9,3,14,13,10,4,20,generate_graphs_4
6,5,8,5,17,15,11,5,20,generate_graphs_4
7,3,7,3,16,16,8,6,20,generate_graphs_4
5,0,5,2,18,18,9,4,20,generate_graphs_4
6,6,7,6,16,14,8,8,20,generate_graphs_4
7,1,7,1,15,10,9,2,20,generate_graphs_4
9,6,9,6,14,10,9,7,20,generate_graphs_4
11,3,12,3,20,16,18,9,20,generate_graphs_4
10,4,10,5,15,15,12,7,20,generate_graphs_4
4,3,4,3,14,14,9,3,20,generate_graphs_4
5,4,5,5,18,12,16,10,20,generate_graphs_4
8,3,8,3,16,7,12,4,20,generate_graphs_4
7,3,7,5,14,16,9,8,20,generate_graphs_4
7,2,7,3,14,13,12,10,20,generate_graphs_4
6,1,6,1,12,9,6,2,20,generate_graphs_4
6,2,6,2,12,11,10,4,20,generate_graphs_4
7,0,8,0,17,11,11,1,20,generate_graphs_4
18,0,20,1,25,2,24,1,25,generate_graphs_1
12,0,13,0,23,2,18,0,25,generate_graphs_1
10,0,11,0,20,1,15,0,25,generate_graphs_1
19,0,20,0,23,3,22,0,25,generate_graphs_1
17,0,19,0,24,4,20,1,25,generate_graphs_1
18,0,19,0,24,1,23,1,25,generate_graphs_1
19,0,20,0,24,3,23,0,25,generate_graphs_1
18,0,18,0,22,2,21,0,25,generate_graphs_1
10,0,11,0,19,5,15,0,25,generate_graphs_1
19,0,21,0,24,5,22,0,25,generate_graphs_1
18,1,19,2,21,6,20,2,25,generate_graphs_1
12,0,13,0,22,1,17,1,25,generate_graphs_1
20,0,21,0,24,1,22,1,25,generate_graphs_1
12,0,12,0,22,2,18,0,25,generate_graphs_1
12,0,13,0,23,4,15,0,25,generate_graphs_1
12,0,14,0,21,5,16,1,25,generate_graphs_1
14,0,16,0,21,3,19,1,25,generate_graphs_1
13,0,14,0,23,0,17,0,25,generate_graphs_1
15,1,17,1,23,3,19,1,25,generate_graphs_1
15,1,16,1,25,4,22,2,25,generate_graphs_1
16,0,16,0,22,3,17,0,25,generate_graphs_1
14,0,15,0,24,1,17,0,25,generate_graphs_1
19,0,19,0,24,2,20,0,25,generate_graphs_1
16,1,16,1,21,1,18,1,25,generate_graphs_1
17,3,20,3,23,4,22,3,25,generate_graphs_1
15,0,15,0,21,1,17,0,25,generate_graphs_1
19,0,21,1,25,5,23,3,25,generate_graphs_1
19,1,20,1,23,5,21,1,25,generate_graphs_1
18,0,19,0,23,2,22,0,25,generate_graphs_1
16,0,18,0,21,6,18,1,25,generate_graphs_1
17,0,18,0,24,4,21,1,25,generate_graphs_1
14,0,15,0,24,6,21,0,25,generate_graphs_1
20,0,21,0,24,2,21,0,25,generate_graphs_1
20,0,20,0,25,2,22,0,25,generate_graphs_1
10,0,13,0,23,1,18,0,25,generate_graphs_1
12,0,14,0,22,3,17,0,25,generate_graphs_1
14,0,17,0,21,1,19,0,25,generate_graphs_1
17,0,18,0,23,1,19,0,25,generate_graphs_1
16,0,17,0,21,2,18,0,25,generate_graphs_1
15,0,16,0,23,4,17,1,25,generate_graphs_1
14,0,15,0,22,1,20,0,25,generate_graphs_1
13,1,16,1,23,1,19,1,25,generate_graphs_1
11,0,12,0,22,4,15,0,25,generate_graphs_1
12,0,13,0,22,6,19,3,25,generate_graphs_1
16,0,17,0,21,1,20,0,25,generate_graphs_1
12,0,15,0,21,1,18,1,25,generate_graphs_1
17,0,19,1,24,1,23,1,25,generate_graphs_1
15,1,15,1,21,3,18,1,25,generate_graphs_1
15,0,15,0,22,3,18,0,25,generate_graphs_1
19,0,19,0,25,3,23,0,25,generate_graphs_1
14,1,14,1,23,5,18,1,25,generate_graphs_1
16,0,18,0,24,5,23,1,25,generate_graphs_1
17,0,18,0,24,3,20,0,25,generate_graphs_1
17,0,18,0,24,2,22,1,25,generate_graphs_1
11,0,11,0,21,3,12,1,25,generate_graphs_1
8,1,8,1,23,2,13,1,25,generate_graphs_1
16,0,16,0,22,2,19,0,25,generate_graphs_1
15,0,15,0,22,2,19,1,25,generate_graphs_1
16,0,18,1,22,5,20,3,25,generate_graphs_1
18,0,18,0,24,2,22,0,25,generate_graphs_1
16,0,18,0,23,3,20,0,25,generate_graphs_1
16,0,17,0,22,5,21,0,25,generate_graphs_1
16,1,18,1,23,3,19,1,25,generate_graphs_1
16,0,17,0,24,7,19,1,25,generate_graphs_1
12,1,13,1,21,4,16,1,25,generate_graphs_1
18,0,18,0,23,1,19,1,25,generate_graphs_1
18,0,19,0,23,1,22,0,25,generate_graphs_1
16,0,17,0,24,1,19,0,25,generate_graphs_1
13,0,14,0,23,1,19,0,25,generate_graphs_1
14,0,14,0,21,1,17,0,25,generate_graphs_1
12,0,12,0,19,2,14,0,25,generate_graphs_1
17,0,17,1,21,4,19,2,25,generate_graphs_1
8,0,10,0,20,9,15,3,25,generate_graphs_1
17,1,18,1,24,2,21,2,25,generate_graphs_1
15,0,16,0,22,3,21,1,25,generate_graphs_1
13,0,15,0,20,0,17,0,25,generate_graphs_1
15,0,15,0,22,1,18,0,25,generate_graphs_1
18,0,19,0,23,3,20,1,25,generate_graphs_1
12,0,15,0,19,0,15,0,25,generate_graphs_1
11,0,11,0,21,5,14,2,25,generate_graphs_1
14,1,17,1,23,2,20,1,25,generate_graphs_1
9,0,10,0,18,3,15,0,25,generate_graphs_1
19,0,20,0,24,2,22,1,25,generate_graphs_1
18,0,18,0,25,2,23,0,25,generate_graphs_1
15,0,15,0,20,2,17,0,25,generate_graphs_1
14,0,15,0,22,4,17,0,25,generate_graphs_1
15,0,15,0,22,0,19,0,25,generate_graphs_1
18,0,19,0,24,4,21,0,25,generate_graphs_1
13,2,16,2,25,4,19,2,25,generate_graphs_1
13,0,14,0,24,1,15,0,25,generate_graphs_1
17,0,17,0,21,2,19,1,25,generate_graphs_1
12,0,12,2,21,3,16,2,25,generate_graphs_1
18,0,18,0,23,1,20,0,25,generate_graphs_1
12,1,12,1,20,2,18,2,25,generate_graphs_1
20,0,20,1,24,5,21,3,25,generate_graphs_1
18,0,18,0,23,2,22,1,25,generate_graphs_1
10,4,10,4,17,12,11,6,25,generate_graphs_4
4,5,5,5,17,13,13,10,25,generate_graphs_4
4,6,8,6,17,11,12,9,25,generate_graphs_4
11,6,11,6,22,16,16,10,25,generate_graphs_4
8,2,8,3,23,15,15,8,25,generate_graphs_4
11,4,11,4,19,11,17,5,25,generate_graphs_4
1,4,1,4,17,12,2,4,25,generate_graphs_4
7,3,7,3,16,10,9,3,25,generate_graphs_4
8,3,8,3,14,12,12,7,25,generate_graphs_4
6,7,7,8,19,10,11,8,25,generate_graphs_4
6,2,6,3,15,14,7,3,25,generate_graphs_4
7,4,7,4,15,14,12,9,25,generate_graphs_4
10,6,13,8,20,14,17,9,25,generate_graphs_4
7,3,7,3,17,12,11,5,25,generate_graphs_4
6,3,6,3,19,13,11,5,25,generate_graphs_4
14,3,15,4,24,17,17,8,25,generate_graphs_4
7,2,8,4,23,18,13,9,25,generate_graphs_4
9,5,9,6,19,17,12,14,25,generate_graphs_4
7,4,8,4,19,13,15,7,25,generate_graphs_4
7,8,9,9,22,20,13,13,25,generate_graphs_4
9,4,9,4,15,10,10,6,25,generate_graphs_4
10,2,10,5,22,12,14,6,25,generate_graphs_4
8,7,10,8,19,18,15,9,25,generate_graphs_4
8,2,8,2,18,10,11,4,25,generate_graphs_4
11,4,12,5,18,15,14,9,25,generate_graphs_4
9,5,10,6,17,12,12,7,25,generate_graphs_4
9,2,9,2,19,8,10,3,25,generate_graphs_4
15,7,15,10,20,16,17,11,25,generate_graphs_4
5,5,5,6,21,13,13,8,25,generate_graphs_4
6,4,7,4,18,13,12,10,25,generate_graphs_4
11,5,12,5,22,17,16,10,25,generate_graphs_4
9,4,10,4,23,17,13,7,25,generate_graphs_4
5,1,5,1,14,11,5,1,25,generate_graphs_4
9,3,11,3,20,12,18,6,25,generate_graphs_4
12,5,13,6,22,19,17,13,25,generate_graphs_4
3,2,3,2,13,8,3,2,25,generate_graphs_4
4,4,4,4,13,6,4,5,25,generate_graphs_4
7,2,8,2,19,17,10,2,25,generate_graphs_4
9,0,9,0,17,11,9,3,25,generate_graphs_4
7,1,7,1,16,14,9,4,25,generate_graphs_4
10,4,13,4,21,21,18,12,25,generate_graphs_4
9,6,14,8,18,11,17,9,25,generate_graphs_4
10,3,10,3,21,17,14,7,25,generate_graphs_4
12,4,14,4,22,15,16,10,25,generate_graphs_4
9,5,12,9,20,13,18,9,25,generate_graphs_4
5,4,6,4,15,9,8,5,25,generate_graphs_4
8,1,9,1,23,15,16,8,25,generate_graphs_4
7,4,8,4,22,18,14,8,25,generate_graphs_4
9,3,11,3,18,14,15,5,25,generate_graphs_4
7,5,9,5,20,17,12,9,25,generate_graphs_4
8,5,8,6,18,15,11,8,25,generate_graphs_4
11,6,11,8,19,20,16,15,25,generate_graphs_4
10,3,11,3,19,17,12,7,25,generate_graphs_4
9,2,10,2,19,14,12,3,25,generate_graphs_4
12,6,13,6,22,16,17,7,25,generate_graphs_4
7,0,7,0,23,11,10,3,25,generate_graphs_4
12,5,16,6,23,16,16,8,25,generate_graphs_4
2,2,2,2,18,15,2,2,25,generate_graphs_4
11,6,11,7,20,17,14,10,25,generate_graphs_4
12,5,14,5,20,13,15,10,25,generate_graphs_4
13,5,14,5,21,16,16,9,25,generate_graphs_4
11,3,11,3,20,10,14,8,25,generate_graphs_4
4,2,4,2,12,12,6,2,25,generate_graphs_4
2,2,2,3,20,11,2,3,25,generate_graphs_4
9,2,9,2,20,13,13,5,25,generate_graphs_4
12,1,12,3,21,15,15,4,25,generate_graphs_4
13,5,14,6,21,15,15,7,25,generate_graphs_4
6,5,6,6,21,15,12,7,25,generate_graphs_4
11,3,12,3,20,15,16,7,25,generate_graphs_4
12,5,15,6,23,19,18,10,25,generate_graphs_4
4,3,4,4,14,12,4,4,25,generate_graphs_4
7,4,7,5,17,10,7,7,25,generate_graphs_4
7,5,7,6,17,16,9,8,25,generate_graphs_4
8,1,8,1,18,12,11,3,25,generate_graphs_4
7,3,10,4,20,15,17,10,25,generate_graphs_4
10,2,10,2,20,15,12,2,25,generate_graphs_4
9,5,12,5,20,18,16,9,25,generate_graphs_4
12,6,12,7,19,16,15,10,25,generate_graphs_4
10,6,13,7,20,17,13,10,25,generate_graphs_4
7,6,8,6,18,15,10,7,25,generate_graphs_4
12,6,13,7,23,18,14,9,25,generate_graphs_4
12,4,12,5,23,21,13,7,25,generate_graphs_4
14,6,16,8,24,20,16,9,25,generate_graphs_4
5,3,8,4,19,13,11,6,25,generate_graphs_4
15,5,17,7,21,16,19,11,25,generate_graphs_4
7,3,7,3,19,14,10,8,25,generate_graphs_4
4,3,4,3,12,8,4,4,25,generate_graphs_4
9,11,12,12,25,16,18,13,25,generate_graphs_4
9,7,11,8,20,18,15,9,25,generate_graphs_4
6,2,6,2,18,18,10,3,25,generate_graphs_4
11,7,13,7,21,13,16,8,25,generate_graphs_4
9,2,11,3,21,15,15,5,25,generate_graphs_4
6,2,6,2,23,13,7,2,25,generate_graphs_4
9,1,9,1,21,17,13,4,25,generate_graphs_4
8,5,8,5,21,15,9,6,25,generate_graphs_4
9,5,9,8,20,12,11,11,25,generate_graphs_4
